total_rewards,mean_rewards,std_rewards,total_lengths,epsilons
-86.48950470704585,27.70433868987949,170.65453987846215,61.0,0.9961219268792207
-91.85837010666728,27.70433868987949,170.65453987846215,63.0,0.9959785837251098
-163.38148219510913,27.70433868987949,170.65453987846215,64.0,0.99590691988346
-90.67824193835258,27.70433868987949,170.65453987846215,67.0,0.9956919592956812
-105.53154499363154,27.70433868987949,170.65453987846215,69.0,0.9955486780144274
-170.84181456943043,27.70433868987949,170.65453987846215,73.0,0.9952621773040035
-201.6333355344832,27.70433868987949,170.65453987846215,75.0,0.9951189578688998
-216.06645517796278,27.70433868987949,170.65453987846215,81.0,0.9946894232084293
-176.63542621210217,27.70433868987949,170.65453987846215,94.0,0.9937594007127782
-117.8697721613571,27.70433868987949,170.65453987846215,99.0,0.9934019313369034
-253.81051315180957,27.70433868987949,170.65453987846215,100.0,0.9933304528936264
-332.1571222860366,27.70433868987949,170.65453987846215,108.0,0.9927588104680148
-216.49520117789507,27.70433868987949,170.65453987846215,108.0,0.9927588104680148
-21.131257802248,27.70433868987949,170.65453987846215,110.0,0.9926159512704368
-111.99463496543467,27.70433868987949,170.65453987846215,119.0,0.9919733392390766
-203.38041192758828,27.70433868987949,170.65453987846215,124.0,0.9916165123348903
-100.80112719349563,27.70433868987949,170.65453987846215,72.0,0.9908319448927622
-85.29519615659956,27.70433868987949,170.65453987846215,56.0,0.9906893629734788
-227.34433187544346,27.70433868987949,170.65453987846215,100.0,0.9889799794794335
-249.50918869301677,27.70433868987949,170.65453987846215,89.0,0.9887665140305587
-104.2121836617589,27.70433868987949,170.65453987846215,104.0,0.9881263940956442
-53.07798279821873,27.70433868987949,170.65453987846215,67.0,0.987842029382849
-310.923049595207,27.70433868987949,170.65453987846215,114.0,0.9875577465050198
-202.69188044592738,27.70433868987949,170.65453987846215,122.0,0.9872025079522773
-465.80345880426466,27.70433868987949,170.65453987846215,116.0,0.9869894261600641
-142.08672718703747,27.70433868987949,170.65453987846215,90.0,0.9869894261600641
-83.5443856792408,27.70433868987949,170.65453987846215,101.0,0.9861375588163306
-90.67790739238262,27.70433868987949,170.65453987846215,65.0,0.9860666030678691
-145.6311293747276,27.70433868987949,170.65453987846215,95.0,0.9859956524249004
-79.97919084131718,27.70433868987949,170.65453987846215,85.0,0.9859247068870571
-189.85201523918658,27.70433868987949,170.65453987846215,113.0,0.9857119009006071
-144.6966378390789,27.70433868987949,170.65453987846215,86.0,0.9854991408470641
-256.3620806187391,27.70433868987949,170.65453987846215,102.0,0.9854991408470641
-278.89213459938765,27.70433868987949,170.65453987846215,70.0,0.9837987128141
-128.04726595431566,27.70433868987949,170.65453987846215,66.0,0.9834448264391847
-83.7178661338985,27.70433868987949,170.65453987846215,106.0,0.9833033075352112
-44.861779659986496,27.70433868987949,170.65453987846215,65.0,0.983232555720186
