,total_rewards
3920,71.98179410144091
3921,147.48652441278188
3922,207.19082858801244
3923,-62.97674485202879
3924,281.2131665117122
3925,236.72693576192566
3926,301.4252861698022
3927,235.39949396300335
3928,223.48946840963615
3929,213.96174627825383
3930,202.4167472562575
3931,263.10778770729087
3932,-4.975624145066831
3933,242.16441292095772
3934,160.84122601442505
3935,-11.749088336189743
3936,214.92180510470584
3937,218.41677108710758
3938,243.6796834176642
3939,158.8563200685627
3940,-73.7541935921181
3941,179.7223179533008
3942,259.47594698843335
3943,276.68432560814114
3944,183.42968754709
3945,194.9135465102363
3946,235.42322438751748
3947,216.87879634470227
3948,-14.376462562475353
3949,-0.8413145947270095
3950,154.47165921647746
3951,-7.871727256570011
3952,273.4772502792243
3953,213.28783470435968
3954,-27.947830472839996
3955,166.95524781490997
3956,262.88110650572753
3957,229.3591859987017
3958,178.00308082893162
3959,177.94058227038477
3960,-7.058768294082256
3961,-10.928805766627192
3962,-10.086037594359368
3963,1.8097999228630215
3964,287.03354758360416
3965,216.9516737664316
3966,163.86666633150548
3967,-32.88903734833002
3968,258.9165732034859
3969,233.51933610950795
3970,261.2154947231436
3971,291.8136832601909
3972,182.75508062488694
3973,231.74336617810536
3974,302.06056547636695
3975,221.67799441922682
3976,218.69680248003343
3977,280.89340298897486
3978,269.323801278193
3979,291.57275449215354
3980,231.53851254526546
3981,284.638471706235
3982,221.47236915994597
3983,242.05774886606378
3984,297.23003469353444
3985,292.5757263575375
3986,293.3387905443337
3987,243.6723920164175
3988,266.2829006453453
3989,235.19011986766
3990,179.95883913290015
3991,282.96285221969924
3992,253.7524269599364
3993,222.3356837714091
3994,230.2753670477087
3995,296.338608136187
3996,292.01672625726417
3997,259.1739070586349
3998,297.24071041489685
3999,202.77249405535733
4000,281.9327600932801
4001,242.65596324406394
4002,243.55717707262812
4003,223.9041070809419
4004,190.43168086423725
4005,274.9496655777174
4006,188.30639271827215
4007,276.13887781821325
4008,231.81438006776506
4009,176.4281336376894
4010,219.9993225459345
4011,-28.222435658914037
4012,243.30667647863254
4013,-14.87472576845903
4014,-26.977945561986417
4015,-37.88655752572231
4016,-13.435435597319156
4017,165.9831037366458
4018,192.17775849112758
4019,-21.87027389742434
4020,187.4266786279759
4021,247.66425837805497
4022,5.403672902903054
4023,-42.715580537274946
4024,232.14726807018445
4025,278.3478619361138
4026,264.2062856191094
4027,174.2873976049799
4028,213.7240187103477
4029,241.75592212586557
4030,-9.596803531050682
4031,280.8148912778404
4032,309.5805602795681
4033,-10.260267280915286
4034,137.68062023998937
4035,244.60802973076292
4036,129.5580147567611
4037,251.58186954352368
4038,214.5419683862748
4039,296.7073512053987
4040,257.7410680370507
4041,285.7406375096882
4042,200.79569612643124
4043,-26.389824560115812
4044,294.05577934038786
4045,248.55173915495402
4046,319.4965781638389
4047,241.28078817198383
4048,67.49194681528024
4049,300.7447760909887
4050,-40.704514978657244
4051,227.8560894542748
4052,255.01906509032884
4053,179.95102173979612
4054,260.59944485565495
4055,133.41695019062718
4056,217.6197673252476
4057,179.46550793372649
4058,297.74665449515885
4059,212.74894308427014
4060,229.21236093520824
4061,142.53474928683875
4062,111.01421586116409
4063,298.7588012584674
4064,286.8529232433449
4065,302.9027380727556
4066,148.47308544495854
4067,271.5143246606533
4068,293.1642209134126
4069,292.5693140438782
4070,255.65076433556567
4071,279.17213341787954
4072,232.44936446753388
4073,186.43227373740564
4074,-33.49616725672968
4075,217.97431238360238
4076,278.9306339359722
4077,253.65751986224583
4078,272.9391493583438
4079,144.56896038348
4080,-66.69711072638165
4081,215.20609384226913
4082,255.2033644659983
4083,203.7741988605111
4084,243.63374528479517
4085,244.19464147853125
4086,144.66335569508374
4087,292.8557946195969
4088,265.2797356504796
4089,242.17664608172913
4090,223.04064199266182
4091,253.50104520609602
4092,263.23443881322015
4093,273.54139209790924
4094,244.99114015901046
4095,195.04578966653207
4096,263.2517748078333
4097,248.23385324093397
4098,217.81633264606353
4099,144.49469947442412
4100,232.5881425199315
4101,200.58841611957178
4102,284.42659595623195
4103,152.1282871941803
4104,167.06769142497433
4105,309.76940483792623
4106,242.71432205777637
4107,253.69341722104076
4108,204.76656265547462
4109,237.3830368876251
4110,132.7250767367848
4111,285.33025687937425
4112,268.540138142523
4113,311.4757922683733
4114,273.2325789669841
4115,289.49993566478054
4116,263.81073179777434
4117,256.71772798348684
4118,292.81247408188125
4119,266.9804355976465
4120,246.19135083949368
4121,244.53014911495055
4122,11.120160574093461
4123,262.18339798723616
4124,2.9922888784785755
4125,236.4972563638544
4126,266.3445992559333
4127,235.03757584193346
4128,176.16798256842623
4129,312.4198775045457
4130,-45.492007503751665
4131,201.73930317727707
4132,246.15527799132758
4133,271.14857618258327
4134,256.58979068218105
4135,124.0830929729967
4136,244.1891410616864
4137,207.94009709761036
4138,247.06859664886667
4139,274.1357563933592
4140,172.0017782705836
4141,231.57920540828673
4142,251.35741720108754
4143,258.49218465337077
4144,177.37611126884258
4145,136.48162749872427
4146,202.3048099643654
4147,256.4043896151484
4148,236.63639139513577
4149,230.43575139294327
4150,257.7946154714392
4151,225.19170175972732
4152,181.82793652749376
4153,245.27888979988805
4154,252.78358146063948
4155,254.22131451243925
4156,286.5848724462817
4157,273.26028675648416
4158,191.57500226261618
4159,234.57693210015714
4160,281.2626916207373
4161,302.84882696606985
4162,219.4324237668228
4163,194.6947240231093
4164,248.7661014636513
4165,210.4746817503467
4166,266.4009843687338
4167,263.51284316875467
4168,263.35301419263124
4169,252.34806154604485
4170,217.37117732809259
4171,285.4698355114981
4172,166.98878950522095
4173,297.9556080144313
4174,238.7986469326549
4175,152.0422558281865
4176,221.6514223020141
4177,293.0731418783207
4178,118.80775694813565
4179,230.15114679051226
4180,202.52535514432634
4181,231.01063916521582
4182,188.75921780661042
4183,240.19351167187935
4184,247.58416808350404
4185,234.4357598794491
4186,294.3115383875014
4187,292.3485513242002
4188,241.67856337746093
4189,219.49747830975141
4190,270.42044842533653
4191,258.97246392141653
4192,243.41018897098576
4193,-47.459398874256294
4194,244.87799591777775
4195,278.6954922630827
4196,290.61877190426617
4197,248.54891235780346
4198,-32.4524498526589
4199,-50.78214120026678
4200,236.67347919289023
4201,270.91815875200024
4202,269.3667563316412
4203,288.23310768842845
4204,257.1003634580894
4205,248.9676723903513
4206,230.16304515411505
4207,270.00313289476964
4208,250.72712539832443
4209,283.05622866338047
4210,215.34275450707457
4211,256.55916665465116
4212,247.56541968838968
4213,309.1910453817479
4214,279.63713260672483
4215,236.1755449159308
4216,20.025097016496375
4217,196.8199977426137
4218,271.45182383493193
4219,-13.035933477804065
4220,258.3209749125481
4221,269.014253152581
4222,268.3804074323906
4223,268.97693682817464
4224,275.9271648653369
4225,219.04191421690814
4226,179.89871827460203
4227,265.5366364922179
4228,283.8049972830812
4229,225.57745362291257
4230,219.56401538456316
4231,137.81654687071568
4232,258.20107973201084
4233,237.30421941592635
4234,246.2181630828204
4235,261.0694151254357
4236,276.3674082538297
4237,205.81251950755313
4238,272.9323101232781
4239,269.0924500518663
4240,259.33941065092984
4241,290.48097826620597
4242,293.34592638121694
4243,231.95386708523756
4244,263.1837476436476
4245,287.6127582563527
4246,209.04034367419018
4247,235.77102633303508
4248,290.17913849385116
4249,276.560796778966
4250,286.27748162088477
4251,48.40709576808149
4252,279.0150205277172
4253,305.4827958005209
4254,273.9369977560648
4255,313.26406749547743
4256,236.25217283620202
4257,213.39696936641866
4258,-37.96354514127597
4259,245.1699975588126
4260,-48.37636086472776
4261,210.45275350525839
4262,277.7283216488406
4263,266.7955660117506
4264,261.2399944781358
4265,225.3846745243345
4266,-22.154913358623162
4267,146.49622856121616
4268,245.68013785489526
4269,284.2789303447157
4270,287.64646413274664
4271,295.34329724036905
4272,154.3602200911264
4273,276.70420279671566
4274,154.51116999090596
4275,263.5044856895431
4276,245.7961298154034
4277,256.80229013599455
4278,154.07340331654996
4279,-14.189453336497536
4280,271.6256803911879
4281,282.7423302453677
4282,280.246810010726
4283,212.69304147206105
4284,228.92662406986005
4285,292.31903141179447
4286,283.73324241332386
4287,175.0666007551481
4288,268.26474580959916
4289,187.6068173502572
4290,202.5936222532414
4291,213.498702113913
4292,295.5090544737789
4293,166.88796161535194
4294,-40.31760824122466
4295,272.37182619774285
4296,265.0733459907351
4297,255.87884642299127
4298,212.5895382171259
4299,237.06909704511202
4300,262.03780571696245
4301,306.39745905779444
4302,-102.3190137280908
4303,-27.564951611857396
4304,-14.915983324215631
4305,267.66441896917
4306,259.2257951168914
4307,246.14925242143977
4308,263.2693318854931
4309,185.63257372949738
4310,284.99934435062255
4311,301.34852819995245
4312,259.5072104457603
4313,254.1242347592488
4314,235.07905992493033
4315,320.2641003701953
4316,245.21265313983156
4317,227.22030658720337
4318,208.42806913942331
4319,278.738873685017
4320,266.7477957898397
4321,283.85334851159166
4322,163.22154575171993
4323,248.08080345126405
4324,285.13307416515386
4325,263.44655493293715
4326,272.55295776246385
4327,280.5344141883256
4328,285.35275790465084
4329,125.92465400657045
4330,234.9918719781823
4331,266.6649701701201
4332,232.79890341124758
4333,198.8427721491313
4334,243.66161558111816
4335,269.8525645839511
4336,133.75067507478525
4337,300.6970764191361
4338,257.36498996333887
4339,276.80660823355254
4340,257.2528761195131
4341,243.95454277889996
4342,-15.219245253596455
4343,229.12601677468047
4344,284.76870624849334
4345,264.32990164978605
4346,220.85575658343294
4347,219.17187224632482
4348,275.9281665143301
4349,240.55714545140938
4350,256.797409041995
4351,242.09862318112204
4352,247.35606879396948
4353,268.4450878467527
4354,173.47439186026952
4355,296.9425288993063
4356,253.72816120738366
4357,235.59479663343612
4358,271.66804839040407
4359,212.52525980535992
4360,215.8728853195909
4361,301.03292370000537
4362,294.8079719573225
4363,206.43349144886383
4364,-3.5307429442182183
4365,247.67786431871482
4366,275.341211658828
4367,270.67268891152963
4368,308.949692782802
4369,227.63727861247997
4370,264.68946616211144
4371,249.25711455204146
4372,284.463032474639
4373,-6.059990718246809
4374,262.71779216694813
4375,281.9323843320582
4376,248.6835647629341
4377,198.03572233877998
4378,275.84846920743814
4379,283.6238485455868
4380,272.9644311376938
4381,311.80004721895176
4382,272.57720642125776
4383,263.49721175608573
4384,274.1613448469899
4385,266.5812701341013
4386,291.7225398346277
4387,274.80231885027297
4388,261.492872628819
4389,225.56903471561554
4390,229.43749788542186
4391,287.8617990431586
4392,-35.29132504714653
4393,261.4320513944831
4394,204.94083451445758
4395,222.42889830374824
4396,245.68452312510632
4397,-2.717824236024171
4398,304.5660464665259
4399,271.38215650847894
4400,256.78692111338796
4401,233.93865027135223
4402,247.31819226187994
4403,267.49664817464753
4404,191.2763587483787
4405,271.18542400175505
4406,300.77682761825537
4407,280.55519490317306
4408,262.6764089731888
4409,255.27676248191307
4410,273.60854159407484
4411,201.9382053777507
4412,280.61272980226636
4413,187.87496027135057
4414,245.5541757056621
4415,234.4685475085601
4416,264.4811787134621
4417,259.0573600044003
4418,261.5840168739052
4419,250.05610596849715
4420,283.1279693149549
4421,199.3865443496722
4422,228.62021058292984
4423,258.60027970850774
4424,264.5345526704027
4425,235.9499921536517
4426,283.0131210031291
4427,303.17049316260494
4428,301.46868231044414
4429,87.00051476806402
4430,257.58310313593324
4431,293.48424024585853
4432,257.70034428013605
4433,266.7946842199723
4434,273.37124154818525
4435,289.14577431224154
4436,249.3952110819412
4437,244.10135036739302
4438,221.8008582862094
4439,255.187976321394
4440,248.53717252488022
4441,271.4513777455678
4442,252.8345955231705
4443,299.1895057090917
4444,240.2993324367788
4445,240.44232976330312
4446,301.6339894667631
4447,215.0445928004184
4448,224.4152948517753
4449,252.28409971063957
4450,242.4146498722248
4451,257.36598070563264
4452,265.7960566377573
4453,296.63866475267184
4454,223.10174662875943
4455,295.8087977801146
4456,276.3331789718782
4457,201.62476477306456
4458,280.1299665462599
4459,-20.998542992398143
4460,269.3269615457648
4461,246.49728982511442
4462,282.9025916945959
4463,251.23253936646506
4464,-40.626689346157946
4465,271.9320162461572
4466,246.58274028285132
4467,202.59617399289016
4468,265.9938992086571
4469,252.7776017093667
4470,294.51604446140556
4471,273.83559578851583
4472,-25.89345017261803
4473,254.72577516285196
4474,246.72356457117712
4475,277.3072857566017
4476,254.39748904618318
4477,258.0828997109784
4478,175.5025960149387
4479,237.0673210658133
4480,261.1033993635897
4481,230.06945320329396
4482,296.85442055775593
4483,259.77088589625976
4484,113.70842024026268
4485,270.39856791945317
4486,125.59757228079252
4487,180.2697773707332
4488,288.23753839720973
4489,243.51817815145478
4490,272.5293722803236
4491,-14.705792021472007
4492,259.2934942481079
4493,5.146765903569758
4494,-63.03857030314248
4495,254.0912863709964
4496,284.3694658573937
4497,279.97162817444394
4498,246.9278273781311
4499,256.54300216281933
4500,191.19836735819518
4501,157.42441291874275
4502,234.08638544059778
4503,267.8021058311713
4504,243.18890828738873
4505,266.79208556280463
4506,262.8704404663672
4507,258.2475373091355
4508,282.31209182144414
4509,277.7692854057542
4510,224.88316675987312
4511,251.87955717559882
4512,275.7733127871801
4513,261.1694590835832
4514,262.42894751532003
4515,248.0503726752395
4516,212.1664320018172
4517,282.73831174208317
4518,259.50269346269215
4519,262.02122644886896
4520,230.7054093478398
4521,282.03487636207444
4522,239.36947999232564
4523,286.6408247772026
4524,254.43726467201486
4525,13.88458825647831
4526,276.96264106367414
4527,268.72097436894757
4528,266.7154498040793
4529,278.77059438543154
4530,269.52356942764294
4531,257.6255737229311
4532,241.6608983610993
4533,277.2823262172586
4534,261.2244489156522
4535,277.9503198670706
4536,204.5891441255808
4537,247.15587937069284
4538,273.06568519319137
4539,259.30428089911584
4540,281.9327169975096
4541,249.54010218636725
4542,247.1825213319567
4543,254.26332117040354
4544,240.97004940655498
4545,192.58901062933728
4546,219.56999808642013
4547,281.7587351194478
4548,247.28534139780095
4549,284.7646102069424
4550,214.36385236222617
4551,266.14845653627344
4552,234.37513999124099
4553,270.85381207407625
4554,266.9148361973194
4555,266.4225935623141
4556,247.6819025994593
4557,271.99295882185686
4558,229.18661820552353
4559,270.4688733117299
4560,296.45930648493834
4561,246.13379774411442
4562,287.8889787554281
4563,238.8705993820913
4564,306.09970535218883
4565,236.81892509650712
4566,266.15288239706
4567,301.9569947284266
4568,275.6205465922135
4569,262.4830323764811
4570,287.41663210577116
4571,-71.52114237844216
4572,240.4847635687329
4573,235.95574336319413
4574,236.91427439004187
4575,256.7879162470384
4576,254.27852330376047
4577,235.7565695573747
4578,230.55483975703362
4579,268.6428893737626
4580,295.7066452139501
4581,255.75796837205948
4582,236.9189508567797
4583,243.2108992841627
4584,265.9196845695559
4585,255.88746393077832
4586,245.15914996915603
4587,264.7031779664143
4588,252.09700081725248
4589,249.78638204875
4590,266.6730058585108
4591,285.95798271145844
4592,225.00605736719476
4593,258.43295564685644
4594,226.55990679841744
4595,220.18046209619897
4596,206.64030512645695
4597,255.71960593933625
4598,271.10449553165176
4599,264.09618726866927
4600,242.00267482438855
4601,232.2398759588832
4602,281.0908843007672
4603,260.6528957249441
4604,246.56631415927382
4605,280.68461531175734
4606,257.2634556342673
4607,-25.469159993343055
4608,267.12465036741924
4609,260.5696840340485
4610,290.5883447475454
4611,283.73453458518856
4612,237.22467564713486
4613,308.7211000791058
4614,242.5514385158371
4615,268.40009083323366
4616,282.6089765879939
4617,155.81177616265003
4618,246.68477435948603
4619,252.40229101656587
4620,237.13241728821126
4621,213.8499233216957
4622,250.50876873615823
4623,274.56906875106506
4624,249.18515937728807
4625,289.2536463534699
4626,265.1183498244227
4627,279.33809885075823
4628,194.40332353755366
4629,246.7379369056071
4630,229.44447146947152
4631,275.3136835198873
4632,260.86304969970524
4633,-153.7208074759692
4634,240.42025557307414
4635,264.7529041731101
4636,287.45689919230944
4637,228.6088124304586
4638,274.63042619197387
4639,257.207070403508
4640,237.14578832624392
4641,264.6222681279296
4642,277.67122282141975
4643,270.84619710208153
4644,242.15986976446584
4645,272.1803492476465
4646,220.44856809063938
4647,239.68491239403977
4648,238.5295706361095
4649,265.80441291881647
4650,237.59010857443252
4651,225.90091528244238
4652,267.5302348113064
4653,265.94672044014135
4654,259.4695911744503
4655,252.0067885790612
4656,263.99554115509716
4657,274.87233091622033
4658,267.3142722810153
4659,248.6271208353845
4660,279.6207942781904
4661,312.7016543134363
4662,233.90924934180302
4663,252.62189005941718
4664,220.6478362834314
4665,291.43700077879066
4666,263.5075630857736
4667,268.7109727894881
4668,280.6078572013423
4669,276.6643065717357
4670,260.78343370928764
4671,284.0922395866364
4672,264.28480362618575
4673,227.20262969098985
4674,244.32569481164683
4675,232.27491991216084
4676,213.25588212844906
4677,270.7379054653869
4678,256.66702502330196
4679,260.270070128855
4680,272.2020294533936
4681,272.43343661121685
4682,280.88483875934526
4683,254.38236186439713
4684,272.1045340699164
4685,263.47543500143803
4686,255.6617995512239
4687,266.013022858471
4688,241.66807423279727
4689,266.5476878014425
4690,265.9520983687835
4691,239.73439311783423
4692,265.05191665507374
4693,167.9664355372107
4694,240.4878008509986
4695,267.6329002772393
4696,272.1694454161849
4697,251.86796098024263
4698,298.68987039203904
4699,234.38198842769225
4700,276.2278031607857
4701,231.98729991530777
4702,239.48256697854177
4703,270.61468412821864
4704,51.69254438066855
4705,274.8318371326046
4706,261.0417303349823
4707,230.60647129697747
4708,275.7180797010082
4709,258.8719624417317
4710,284.0027801479469
4711,266.22183335195507
4712,151.1642890876721
4713,268.14529804967043
4714,218.2415430602098
4715,274.568992015018
4716,272.9337731618434
4717,276.1085735811355
4718,134.85271100333193
4719,245.3441990549327
4720,289.8723599846087
4721,255.0296520752633
4722,232.68050853083275
4723,268.70577109616937
4724,233.77883720290396
4725,248.66598032919154
4726,249.6287140299674
4727,263.8461867660517
4728,258.48942899866614
4729,250.55230368378977
4730,291.2360875506004
4731,303.5966776429002
4732,15.743472274392843
4733,283.176720273681
4734,215.75189863944564
4735,254.5888855898728
4736,279.9113280945423
4737,256.58956772984675
4738,276.960422125896
4739,257.561790451291
4740,242.62040636374957
4741,266.26472536219626
4742,238.9075031997636
4743,131.09356802502725
4744,268.43282497788573
4745,264.8124258480128
4746,298.07736911993413
4747,240.86364999830136
4748,263.986281932472
4749,264.3740256889138
4750,216.18924846616494
4751,241.05388887355508
4752,268.92811633072904
4753,245.72568039659222
4754,301.6084232028451
4755,263.28649306026114
4756,284.38505509825774
4757,247.6300460047516
4758,203.61494524273317
4759,224.50619797400302
4760,301.798363661149
4761,264.87988890524804
4762,260.1487906758564
4763,269.7270119725319
4764,239.22344474155142
4765,267.28397081836636
4766,283.9707890067172
4767,269.2517272376052
4768,260.78588342982755
4769,241.81411030594785
4770,275.6473576239542
4771,210.05954256079713
4772,243.76011792367004
4773,267.79627446566417
4774,250.16324292868376
4775,168.99699034902733
4776,172.13464287588891
4777,280.0911821186867
4778,192.58347395865712
4779,280.8861571104561
4780,281.21786255396216
4781,261.21673441374514
4782,255.7825522720164
4783,258.70460553992825
4784,220.4268382164014
4785,282.180751492565
4786,303.81920314658794
4787,224.53104437008733
4788,269.7768536829049
4789,246.5120843770419
4790,261.5165441626203
4791,286.0280445037089
4792,267.8926216100191
4793,308.9297323120019
4794,298.3490482059319
4795,234.0551921099677
4796,258.55104468402953
4797,279.7168449340693
4798,218.30251604731984
4799,289.90495452635315
4800,253.9598861624724
4801,251.32189090760232
4802,273.5491589159176
4803,239.84596353399712
4804,245.3802264220626
4805,253.51316724068948
4806,261.20089468780054
4807,37.648428592830896
4808,249.5831350385062
4809,288.05327994770516
4810,229.91440906328597
4811,238.49803953527675
4812,300.5901111159534
4813,281.0951279386267
4814,246.7925901361396
4815,268.677799378421
4816,252.51674570181848
4817,213.045170085039
4818,249.08728275571144
4819,278.73888756300687
4820,291.71790647947023
4821,299.5310126189541
4822,242.429040721724
4823,246.91835583263068
4824,256.6518178490859
4825,234.33652981440537
4826,249.60189590948806
4827,274.0214219170185
4828,263.1629783778472
4829,216.3835873072967
4830,300.91263168252704
4831,270.168791152632
4832,279.20673355114934
4833,262.15745872052594
4834,250.06948839302606
4835,304.62804564369446
4836,269.76700792777103
4837,215.4022292382433
4838,189.678051312163
4839,289.6880308580542
4840,261.48589313969916
4841,298.86100313781
4842,251.4033304726669
4843,244.38794277442042
4844,259.3941858747618
4845,262.1676715493321
4846,228.0225472789583
4847,262.7841471129158
4848,212.18553086926974
4849,205.5842239104551
4850,262.5018612222965
4851,292.2361752440043
4852,237.61739535891684
4853,287.20426909807895
4854,271.46544782706917
4855,295.80283169061914
4856,249.5241121841879
4857,255.8621028264048
4858,291.89208578507004
4859,247.78842037708012
4860,290.178285098749
4861,234.05368468740664
4862,275.4057910203986
4863,261.0221769772589
4864,262.14211892566925
4865,281.18272243587353
4866,296.26786665371105
4867,49.18859089331818
4868,236.55437589406608
4869,252.699040826852
4870,296.6178659568823
4871,284.32581393479336
4872,275.47922962665285
4873,257.8547417876615
4874,286.15896061872263
4875,242.72666452270357
4876,233.7011905932129
4877,280.5529874985555
4878,255.92546180641415
4879,199.73676561989123
4880,207.1713863150693
4881,283.2293607226094
4882,244.67123002952007
4883,214.17603091616184
4884,-17.838195348973386
4885,242.0956336039491
4886,243.47504131465038
4887,269.858520043343
4888,301.1282886263801
4889,265.27370896043783
4890,259.64909638347416
4891,265.9258394395393
4892,216.93752538366243
4893,141.53529994674318
4894,205.2528495460283
4895,238.2596616474475
4896,261.30704028040594
4897,172.1014877088644
4898,249.63272849835994
4899,292.64176885585465
4900,252.1703398898244
4901,276.6679833715159
4902,250.0816678925666
4903,253.43575675133616
4904,250.86565330112353
4905,260.9577592454239
4906,282.53771827903785
4907,279.00915601553976
4908,245.50256099086255
4909,232.77458985588612
4910,233.30711015475083
4911,290.9535846985793
4912,271.99246444462517
4913,245.91814806125637
4914,262.62373498992974
4915,275.3197943472612
4916,232.09964623934889
4917,283.7023307837901
4918,260.97655400510035
4919,280.1138252001835
4920,244.33215937956538
4921,274.6084539609583
4922,305.5312932091305
4923,303.0677843534243
4924,245.44962104958176
4925,249.051500059315
4926,263.3126701954297
4927,261.42929887765786
4928,241.6715062201819
4929,263.6234100146478
4930,258.4557748183096
4931,289.06382957750367
4932,267.04583504008656
4933,262.68904303348165
4934,241.07558228776062
4935,278.3228075433902
4936,174.1959431273787
4937,299.9696919304956
4938,236.46736496314406
4939,274.2147444133868
4940,258.66786652890323
4941,250.56947987185634
4942,26.6040346827358
4943,258.6416015787254
4944,266.91780725883723
4945,269.87128584689106
4946,263.19963837883364
4947,286.4521628351947
4948,273.9606171638764
4949,238.70774871995673
4950,233.73304227553308
4951,307.2239057145325
4952,288.37331590229144
4953,255.13430991687346
4954,284.4050976431738
4955,251.19850659037832
4956,254.47518992933047
4957,251.74886526706854
4958,248.00250137591502
4959,276.61986993947176
4960,254.0691062894939
4961,225.75569831672166
4962,253.37932520674076
4963,280.4378613811484
4964,247.8772805301928
4965,253.4828345251417
4966,310.6696015633614
4967,286.16275136994784
4968,304.8945971235995
4969,255.02026380004207
4970,272.78068597547906
4971,294.76070681719506
4972,246.43950493849422
4973,294.54859943000565
4974,247.00006627457338
4975,241.8294180185399
4976,260.2784786394529
4977,287.3544127005815
4978,259.0692495950738
4979,250.05668766474992
4980,263.9782762697141
4981,248.56453809526283
4982,195.6393093408551
4983,256.8121645716019
4984,279.6153797831094
4985,244.99302593657822
4986,240.72592339179647
4987,262.6347688079404
4988,223.8602199931629
4989,297.10057065061665
4990,303.5155367833412
4991,286.87433990911677
4992,210.6193515402265
4993,262.7372647737853
4994,264.303066048299
4995,255.94183029670137
4996,284.78686996802156
4997,246.73984747962095
4998,279.17115887503815
4999,306.46813467027914
5000,243.47221678907022
5001,278.81743023005583
5002,267.67702187916547
5003,255.33536568834944
5004,285.11558183136424
5005,290.38169417195
5006,278.55918934302673
5007,241.46199048410767
5008,281.8885709334114
5009,291.2822739458856
5010,236.82054909026408
5011,231.73208200981753
5012,303.75540040260023
5013,271.11850490289
5014,261.8691260077778
5015,266.2373454148459
5016,240.9291636876137
5017,272.3712493711385
5018,281.0361761634159
5019,256.0483903067459
5020,254.76883222175246
5021,294.8365190887884
5022,278.1702391316111
5023,257.97455364093184
5024,243.72445120257743
5025,221.90919678410035
5026,258.26326421444537
5027,248.8940937983781
5028,257.42569192976043
5029,271.59168081379465
5030,250.027742852469
5031,321.5997234068435
5032,227.58784150704741
5033,265.857722112222
5034,271.9881756592408
5035,283.7541202735175
5036,241.54486816671204
5037,250.96640634944197
5038,256.1736645202486
5039,277.727552894351
5040,259.61119160883106
5041,231.81250859966124
5042,246.24927406176482
5043,270.8846478966155
5044,272.92776221700905
5045,270.1265695691218
5046,263.4962624643945
5047,254.12715388029628
5048,303.13612960433926
5049,268.1610039387647
5050,294.3847450028514
5051,256.7533215962467
5052,268.32422618010736
5053,277.23415169358725
5054,278.7128081225932
5055,284.46204446183276
5056,281.18974564953044
5057,280.4981312074397
5058,250.3855668809967
5059,293.29668939105363
5060,286.2734328309278
5061,276.80301293664024
5062,237.65567087844963
5063,281.07252974033327
5064,258.8039418919515
5065,271.0748859125691
5066,246.14284489155187
5067,278.47887436543533
5068,275.9758561333918
5069,260.3494455587019
5070,283.3053679501327
5071,251.94300596555695
5072,310.74892249339064
5073,251.7102919463308
5074,267.9623908047877
5075,256.39617270374146
5076,46.12104509025812
5077,221.56345708901063
5078,288.75889476811346
5079,290.9282662117621
5080,258.5118854762408
5081,233.17650419427082
5082,291.9804968051038
5083,246.70938776511562
5084,264.3218067891068
5085,303.5028544297698
5086,267.8170367156189
5087,194.17229640463484
5088,246.5310366678245
5089,261.3132638880178
5090,272.2358820188704
5091,250.3587395962095
5092,267.55951676615393
5093,238.17939836261053
5094,270.14660572864443
5095,260.7325013678758
5096,245.62101503506665
5097,273.61180490263655
5098,254.8961314959608
5099,249.23477442288277
5100,290.01487461830914
5101,279.9309684752076
5102,262.0361182058263
5103,247.63177130913817
5104,225.46098035320318
5105,270.293012456953
5106,291.8736940352877
5107,285.8403339277065
5108,270.6614570436068
5109,239.69717360298137
5110,254.91317730551089
5111,303.1224783302987
5112,270.14811409457957
5113,237.5665378846162
5114,288.5722976337711
5115,282.4207454589334
5116,301.4687571311875
5117,293.1426735326661
5118,219.96473344642436
5119,250.84141430673242
5120,293.8022643915349
5121,279.89594951556995
5122,225.8105791490525
5123,281.90557198505235
5124,240.9146213359271
5125,241.25241386808722
5126,237.5853937382056
5127,277.54661830134614
5128,310.2999228999429
5129,223.9838595142842
5130,271.0163407324291
5131,264.2989168964899
5132,268.81775133485957
5133,243.59049490380698
5134,274.8462421455106
5135,254.49522423042072
5136,266.56826981250913
5137,269.68695910768474
5138,278.25341109226133
5139,239.09804306637363
5140,-164.49858986400068
5141,291.2189197417821
5142,238.40454010292888
5143,229.2082835494948
5144,219.87816502293572
5145,283.8753389077414
5146,251.48808557210674
5147,293.45630136221195
5148,255.49129571468004
5149,302.8236032337942
5150,274.17877055987645
5151,275.8224091566142
5152,230.383134286132
5153,274.7266099344782
5154,251.63346178795274
5155,248.46708370924983
5156,234.8229466811626
5157,274.8402543981806
5158,247.77149086949328
5159,269.3396024045594
5160,249.7935554285084
5161,263.93531836907954
5162,263.09923050554835
5163,291.3107530679598
5164,240.03266639814473
5165,255.59500604540182
5166,292.6665681980145
5167,255.1872780313313
5168,269.5076074189802
5169,267.2199541663627
5170,212.73682153312257
5171,279.5772577249721
5172,298.4170816396154
5173,270.8710011731604
5174,272.1560791288702
5175,282.2831502367894
5176,264.6536944181123
5177,271.19594225124126
5178,255.53565529861953
5179,270.4388389441874
5180,246.7342055478366
5181,257.0529307412071
5182,247.7204010488349
5183,203.15783348539844
5184,255.57915708609346
5185,277.5315463169063
5186,266.55390686464045
5187,238.8655672288042
5188,254.89110881494358
5189,257.6653418439513
5190,260.00266425353004
