total_rewards,mean_rewards,total_lengths,mean_lengths,epsilons
1565.0,1125.4905660377358,137.0,110.54716981132076,0.7241290992019445
1667.0,1135.5185185185185,139.0,111.07407407407408,0.7241224297571814
1454.0,1141.3090909090909,140.0,111.6,0.7241190950578353
1767.0,1152.482142857143,141.0,112.125,0.7241157603738461
1453.0,1157.7543859649122,143.0,112.66666666666667,0.7241090910519377
1810.0,1169.0,144.0,113.20689655172414,0.7241057564140184
1612.0,1176.5084745762713,144.0,113.72881355932203,0.7241057564140184
1886.0,1188.3333333333333,144.0,114.23333333333333,0.7241057564140184
1480.0,1193.1147540983607,146.0,114.75409836065573,0.7240990871842494
1575.0,1199.274193548387,149.0,115.30645161290323,0.7240890834547689
1533.0,1204.5714285714287,149.0,115.84126984126983,0.7240890834547689
1388.0,1207.4375,150.0,116.375,0.7240857489089878
1827.0,1216.9692307692308,151.0,116.9076923076923,0.7240824143785629
2019.0,1229.121212121212,151.0,117.42424242424242,0.7240824143785629
1816.0,1237.8805970149253,152.0,117.94029850746269,0.7240790798634941
1742.0,1245.2941176470588,152.0,118.44117647058823,0.7240790798634941
1934.0,1255.2753623188405,152.0,118.92753623188406,0.7240790798634941
698.0,1247.3142857142857,76.0,118.31428571428572,0.7240690764104231
1937.0,1257.0281690140846,163.0,118.94366197183099,0.724042401211215
2137.0,1269.25,163.0,119.55555555555556,0.724042401211215
2130.0,1281.041095890411,164.0,120.16438356164383,0.7240390668804131
1777.0,1287.7432432432433,165.0,120.77027027027027,0.7240357325649663
2332.0,1301.6666666666667,168.0,121.4,0.7240257297107561
2515.0,1317.6315789473683,173.0,122.07894736842105,0.7240090585941683
1892.0,1325.090909090909,174.0,122.75324675324676,0.7240057244169145
2273.0,1337.2435897435898,175.0,123.42307692307692,0.7240023902550151
2394.0,1350.620253164557,176.0,124.0886075949367,0.72399905610847
2294.0,1362.4125,176.0,124.7375,0.72399905610847
2148.0,1372.111111111111,176.0,125.37037037037037,0.72399905610847
1634.0,1375.3048780487804,178.0,126.01219512195122,0.7239923878614427
2326.0,1386.7590361445782,180.0,126.66265060240964,0.723985719675832
2390.0,1398.702380952381,182.0,127.32142857142857,0.7239790515516372
1550.0,1400.4823529411765,182.0,127.96470588235294,0.7239790515516372
2500.0,1413.2674418604652,184.0,128.61627906976744,0.7239723834888578
526.0,1403.0689655172414,70.0,127.94252873563218,0.7239723834888578
2287.0,1413.1136363636363,185.0,128.5909090909091,0.7239690494804988
2466.0,1424.943820224719,186.0,129.23595505617976,0.7239657154874933
2390.0,1435.6666666666667,186.0,129.86666666666667,0.7239657154874933
2236.0,1444.4615384615386,186.0,130.4835164835165,0.7239657154874933
2195.0,1452.6195652173913,187.0,131.09782608695653,0.7239623815098415
2407.0,1462.8817204301076,187.0,131.69892473118279,0.7239623815098415
2526.0,1474.1914893617022,188.0,132.29787234042553,0.7239590475475431
880.0,1467.9368421052632,100.0,131.9578947368421,0.7239590475475431
2249.0,1476.0729166666667,189.0,132.55208333333334,0.7239557136005982
2350.0,1485.0824742268042,190.0,133.1443298969072,0.7239523796690066
2172.0,1492.091836734694,190.0,133.72448979591837,0.7239523796690066
2246.0,1499.7070707070707,192.0,134.31313131313132,0.7239457118518832
2467.0,1509.38,195.0,134.92,0.7239357102413464
2097.0,1515.1980198019803,195.0,135.5148514851485,0.7239357102413464
815.0,1508.3333333333333,85.0,135.01960784313727,0.7239357102413464
2488.0,1517.8446601941748,196.0,135.61165048543688,0.7239323764018735
2368.0,1526.0192307692307,198.0,136.21153846153845,0.7239257087689861
2420.0,1534.5333333333333,200.0,136.8190476190476,0.7239190411975096
2548.0,1544.0943396226414,200.0,137.41509433962264,0.7239190411975096
3085.0,1558.4953271028037,203.0,138.02803738317758,0.7239090399554391
2606.0,1568.1944444444443,204.0,138.63888888888889,0.723905706238787
2343.0,1575.302752293578,205.0,139.24770642201835,0.7239023725374873
643.0,1566.8272727272727,71.0,138.62727272727273,0.7238990388515398
2328.0,1573.6846846846847,206.0,139.23423423423424,0.7238990388515398
1013.0,1568.6785714285713,99.0,138.875,0.7238957051809445
2517.0,1577.070796460177,207.0,139.47787610619469,0.7238957051809445
3114.0,1590.5526315789473,210.0,140.09649122807016,0.7238857042612706
2429.0,1597.8434782608695,213.0,140.73043478260868,0.7238757034797637
2753.0,1607.801724137931,213.0,141.35344827586206,0.7238757034797637
2693.0,1617.076923076923,213.0,141.96581196581195,0.7238757034797637
526.0,1607.8305084745762,72.0,141.3728813559322,0.7238690363688509
2916.0,1618.8235294117646,216.0,142.0,0.7238657028364218
2469.0,1625.9083333333333,217.0,142.625,0.7238623693193441
2638.0,1634.2727272727273,220.0,143.26446280991735,0.7238523688602191
3321.0,1648.0983606557377,223.0,143.91803278688525,0.7238423685392545
2735.0,1656.9349593495936,225.0,144.5772357723577,0.7238357017353664
1126.0,1652.6532258064517,102.0,144.23387096774192,0.7238223683117994
3132.0,1664.488,230.0,144.92,0.7238190349942841
3450.0,1678.6587301587301,236.0,145.64285714285714,0.7237990354115497
3405.0,1692.251968503937,237.0,146.36220472440945,0.7237957022014861
1098.0,1687.609375,116.0,146.125,0.7237923690067726
507.0,1678.4573643410852,63.0,145.48062015503876,0.7237890358274089
2285.0,1683.123076923077,165.0,145.63076923076923,0.7237823695147311
3612.0,1697.8473282442749,242.0,146.36641221374046,0.7237790363814166
1517.0,1696.4772727272727,143.0,146.3409090909091,0.7237657040016544
1308.0,1693.5563909774437,126.0,146.18796992481202,0.7237623709450873
1836.0,1694.6194029850747,148.0,146.20149253731344,0.7237590379038695
1414.0,1692.5407407407408,138.0,146.14074074074074,0.7237590379038695
1773.0,1693.1323529411766,147.0,146.14705882352942,0.7237523718674814
1990.0,1695.2992700729926,150.0,146.17518248175182,0.7237523718674814
2061.0,1697.9492753623188,173.0,146.3695652173913,0.7237457058924895
1075.0,1693.4676258992806,101.0,146.0431654676259,0.7237423729280169
3898.0,1709.2142857142858,254.0,146.81428571428572,0.7237390399788931
1319.0,1706.4468085106382,133.0,146.7163120567376,0.7237390399788931
1980.0,1708.3732394366198,164.0,146.83802816901408,0.7237290412236143
1579.0,1707.4685314685314,135.0,146.75524475524475,0.7237157097647884
1182.0,1703.8194444444443,114.0,146.52777777777777,0.7237090441274654
1581.0,1702.9724137931034,129.0,146.40689655172415,0.723705711331826
1763.0,1703.3835616438357,155.0,146.46575342465752,0.7237023785515347
1268.0,1700.421768707483,116.0,146.25850340136054,0.7236923803027487
933.0,1695.2364864864865,83.0,145.8310810810811,0.723689047583849
1778.0,1695.7919463087248,160.0,145.9261744966443,0.723685714880297
3725.0,1709.32,273.0,146.77333333333334,0.7236757168617264
805.0,1703.3311258278145,77.0,146.3112582781457,0.7236690515927499
625.0,1696.2368421052631,75.0,145.8421052631579,0.7236690515927499
1714.0,1696.3529411764705,172.0,146.01307189542484,0.7236623863851624
1557.0,1695.448051948052,145.0,146.0064935064935,0.7236623863851624
595.0,1688.348387096774,59.0,145.44516129032257,0.7236557212389636
1208.0,1685.2692307692307,136.0,145.3846153846154,0.7236523886888847
1808.0,1686.0509554140128,148.0,145.40127388535032,0.7236490561541528
3162.0,1695.392405063291,282.0,146.26582278481013,0.7236457236347676
1285.0,1692.811320754717,117.0,146.0817610062893,0.7236457236347676
1852.0,1693.80625,152.0,146.11875,0.7236423911307293
4237.0,1709.6024844720496,287.0,146.9937888198758,0.7236290612680423
1540.0,1708.5555555555557,140.0,146.9506172839506,0.7236157316508982
1927.0,1709.8957055214723,165.0,147.06134969325154,0.723605734599175
2191.0,1712.8292682926829,181.0,147.26829268292684,0.723605734599175
2554.0,1717.9272727272728,202.0,147.6,0.723605734599175
4418.0,1734.1927710843374,294.0,148.48192771084337,0.723605734599175
1660.0,1733.748502994012,148.0,148.47904191616766,0.7235957376855652
1290.0,1731.107142857143,134.0,148.39285714285714,0.7235957376855652
2482.0,1735.5502958579882,182.0,148.59171597633136,0.7235924054117201
1707.0,1735.3823529411766,167.0,148.7,0.7235857409100669
765.0,1729.7076023391812,85.0,148.32748538011697,0.7235790764697957
4268.0,1744.4651162790697,302.0,149.22093023255815,0.7235790764697957
1351.0,1742.1907514450868,115.0,149.02312138728323,0.7235757442726782
2575.0,1746.9770114942528,197.0,149.29885057471265,0.723569079924479
3745.0,1758.3942857142856,307.0,150.2,0.7235624156376604
3377.0,1767.590909090909,241.0,150.7159090909091,0.7235590835172687
1798.0,1767.7627118644068,156.0,150.74576271186442,0.7235590835172687
1360.0,1765.4719101123596,124.0,150.59550561797752,0.72355241932252
2240.0,1768.122905027933,210.0,150.92737430167597,0.7235424231454829
1193.0,1764.9277777777777,121.0,150.76111111111112,0.7235324271065471
2256.0,1767.6408839779006,182.0,150.93370165745856,0.7235290951242573
2867.0,1773.6813186813188,201.0,151.2087912087912,0.7235290951242573
1355.0,1771.3934426229507,131.0,151.0983606557377,0.7235257631573119
2089.0,1773.1195652173913,175.0,151.22826086956522,0.7235224312057107
3123.0,1780.4162162162163,221.0,151.6054054054054,0.7235224312057107
1437.0,1778.5698924731182,135.0,151.51612903225808,0.7235224312057107
2973.0,1784.957219251337,215.0,151.85561497326202,0.7235190992694537
1801.0,1785.0425531914893,147.0,151.82978723404256,0.7235091035527469
1102.0,1781.4285714285713,110.0,151.60846560846562,0.7235091035527469
3247.0,1789.1421052631579,229.0,152.0157894736842,0.7235024398183285
2291.0,1791.7696335078533,185.0,152.18848167539267,0.723499107974135
2269.0,1794.2552083333333,163.0,152.24479166666666,0.723499107974135
1309.0,1791.740932642487,127.0,152.1139896373057,0.7234857807507971
1548.0,1790.4845360824743,142.0,152.06185567010309,0.7234791172311887
3685.0,1800.2,259.0,152.6102564102564,0.7234791172311887
1935.0,1800.8877551020407,145.0,152.57142857142858,0.7234757854943995
2969.0,1806.8172588832488,227.0,152.9492385786802,0.7234724537729534
1270.0,1804.1060606060605,136.0,152.86363636363637,0.7234524637664798
4735.0,1818.8341708542714,341.0,153.80904522613065,0.723449132152434
1725.0,1818.365,167.0,153.875,0.723449132152434
3812.0,1828.2835820895523,252.0,154.36318407960198,0.7234458005537309
2669.0,1832.4455445544554,197.0,154.5742574257426,0.7234424689703702
2073.0,1833.6305418719212,167.0,154.63546798029557,0.7234424689703702
583.0,1827.5,69.0,154.2156862745098,0.7234391374023521
1933.0,1828.0146341463415,145.0,154.17073170731706,0.7234358058496764
1090.0,1824.4320388349515,106.0,153.9368932038835,0.7234258112837028
2016.0,1825.3574879227053,184.0,154.08212560386474,0.7234258112837028
2054.0,1826.4567307692307,156.0,154.09134615384616,0.7234158168558084
2256.0,1828.511961722488,196.0,154.29186602870814,0.7234158168558084
2420.0,1831.3285714285714,214.0,154.57619047619048,0.7234091539805882
2404.0,1834.0426540284361,204.0,154.81042654028437,0.723405822565991
3763.0,1843.1415094339623,259.0,155.30188679245282,0.7234024911667353
682.0,1837.6901408450703,82.0,154.95774647887325,0.7234024911667353
995.0,1833.752336448598,105.0,154.72429906542055,0.7234024911667353
1010.0,1829.9209302325582,110.0,154.51627906976745,0.7233991597828213
2165.0,1831.4722222222222,173.0,154.60185185185185,0.7233958284142489
1801.0,1831.331797235023,179.0,154.71428571428572,0.7233958284142489
2596.0,1834.8394495412845,220.0,155.0137614678899,0.7233858344005801
685.0,1829.5890410958905,83.0,154.68493150684932,0.7233791718015075
973.0,1825.6954545454546,95.0,154.41363636363636,0.7233758405249828
3190.0,1831.868778280543,254.0,154.86425339366517,0.7233758405249828
1741.0,1831.4594594594594,151.0,154.84684684684686,0.7233725092637993
2124.0,1832.7713004484306,184.0,154.97757847533632,0.7233725092637993
2658.0,1836.455357142857,230.0,155.3125,0.7233725092637993
1315.0,1834.1377777777777,127.0,155.18666666666667,0.7233725092637993
1113.0,1830.9469026548672,113.0,155.0,0.7233691780179567
1937.0,1831.4140969162995,159.0,155.01762114537445,0.7233658467874551
2587.0,1834.7280701754387,215.0,155.28070175438597,0.7233658467874551
2505.0,1837.6550218340612,205.0,155.49781659388645,0.7233425286034834
846.0,1833.3434782608695,98.0,155.2478260869565,0.7233425286034834
3516.0,1840.6277056277056,244.0,155.63203463203465,0.72333586640327
729.0,1835.8362068965516,75.0,155.2844827586207,0.72333586640327
1591.0,1834.7854077253219,147.0,155.24892703862662,0.7233325353261736
2109.0,1835.957264957265,169.0,155.30769230769232,0.7233225421869252
2756.0,1839.872340425532,200.0,155.49787234042554,0.7233125491857361
1340.0,1837.7542372881355,128.0,155.38135593220338,0.7233125491857361
932.0,1833.9324894514768,88.0,155.0970464135021,0.7233125491857361
2180.0,1835.3865546218487,200.0,155.28571428571428,0.7233125491857361
1198.0,1832.7196652719665,128.0,155.1715481171548,0.7233125491857361
3779.0,1840.8291666666667,277.0,155.67916666666667,0.7233025563226044
3674.0,1848.4356846473029,260.0,156.11203319502076,0.7232992253989063
2048.0,1849.2603305785124,156.0,156.11157024793388,0.7232992253989063
1366.0,1847.2716049382716,126.0,155.98765432098764,0.7232958944905477
3524.0,1854.1434426229507,250.0,156.37295081967213,0.7232958944905477
3952.0,1862.7061224489796,308.0,156.9918367346939,0.7232958944905477
2008.0,1863.2967479674796,168.0,157.03658536585365,0.7232825710105059
2547.0,1866.0647773279352,201.0,157.21457489878543,0.7232825710105059
1050.0,1862.774193548387,100.0,156.98387096774192,0.7232825710105059
2125.0,1863.8273092369477,187.0,157.10441767068272,0.7232725785615352
2543.0,1866.544,207.0,157.304,0.7232559247866939
2813.0,1870.3147410358565,215.0,157.53386454183266,0.7232525940777415
2229.0,1871.7380952380952,215.0,157.76190476190476,0.7232492633841274
3933.0,1879.8853754940712,269.0,158.20158102766797,0.7232326101461317
2413.0,1881.984251968504,191.0,158.33070866141733,0.7232326101461317
1361.0,1879.9411764705883,143.0,158.27058823529413,0.723229279544547
879.0,1876.03125,81.0,157.96875,0.723229279544547
2472.0,1878.3501945525293,218.0,158.2023346303502,0.723229279544547
339.0,1872.3837209302326,47.0,157.77131782945736,0.723229279544547
1159.0,1869.6293436293436,113.0,157.5984555984556,0.7232192878318201
2563.0,1872.2961538461539,215.0,157.81923076923076,0.7232159572915867
2369.0,1874.1992337164752,207.0,158.00766283524905,0.7232092962571328
1552.0,1872.969465648855,144.0,157.95419847328245,0.7232059657629122
1691.0,1872.277566539924,191.0,158.07984790874525,0.7231993048204833
2316.0,1873.9583333333333,214.0,158.29166666666666,0.7231893135218695
1671.0,1873.1924528301886,173.0,158.34716981132075,0.7231859831196726
1297.0,1871.0263157894738,125.0,158.2218045112782,0.7231759920051039
1878.0,1871.052434456929,142.0,158.16104868913857,0.7231759920051039
1825.0,1870.8805970149253,151.0,158.13432835820896,0.7231593404542246
1699.0,1870.2416356877322,141.0,158.07063197026022,0.7231593404542246
2965.0,1874.2962962962963,233.0,158.34814814814814,0.7231593404542246
1374.0,1872.4501845018451,132.0,158.2509225092251,0.7231560101900584
1036.0,1869.375,110.0,158.0735294117647,0.7231560101900584
1714.0,1868.805860805861,130.0,157.97069597069597,0.7231460194895779
2928.0,1872.6715328467153,216.0,158.1824817518248,0.7231460194895779
1187.0,1870.1781818181819,107.0,157.99636363636364,0.7231460194895779
1991.0,1870.6159420289855,151.0,157.97101449275362,0.723142689286757
1294.0,1868.5342960288808,134.0,157.88447653429603,0.7231293686288335
2474.0,1870.7122302158273,198.0,158.02877697841726,0.723122708391887
3769.0,1877.516129032258,267.0,158.41935483870967,0.7231193782964173
930.0,1874.1321428571428,98.0,158.20357142857142,0.7231160482162832
4005.0,1881.715302491103,319.0,158.77580071174378,0.7231093881020216
2449.0,1883.72695035461,179.0,158.84751773049646,0.723106058067894
2242.0,1884.9929328621909,202.0,159.0,0.7230860781851679
1233.0,1882.6971830985915,139.0,158.92957746478874,0.7230694287046069
1115.0,1880.0035087719298,105.0,158.74035087719298,0.7230660988544987
1819.0,1879.7902097902097,163.0,158.75524475524475,0.723062769019725
1406.0,1878.1393728222997,124.0,158.6341463414634,0.723062769019725
1376.0,1876.3958333333333,134.0,158.54861111111111,0.723062769019725
1255.0,1874.2456747404844,113.0,158.3910034602076,0.723062769019725
1305.0,1872.2827586206897,119.0,158.2551724137931,0.72305277960741
897.0,1868.9312714776631,87.0,158.01030927835052,0.72305277960741
1541.0,1867.8082191780823,151.0,157.986301369863,0.7230394606056687
2490.0,1869.9317406143346,208.0,158.1569965870307,0.7230361308935683
1095.0,1867.295918367347,101.0,157.9625850340136,0.7230328011968018
1952.0,1867.5830508474576,144.0,157.91525423728814,0.723019482563073
1111.0,1865.027027027027,115.0,157.77027027027026,0.723019482563073
1967.0,1865.3703703703704,169.0,157.8080808080808,0.7230161529429747
1568.0,1864.3724832214766,132.0,157.7214765100671,0.7230128233382099
1744.0,1863.9698996655518,156.0,157.71571906354515,0.7230094937487784
2608.0,1866.45,198.0,157.85,0.7230028346159153
1203.0,1864.2458471760797,121.0,157.72757475083057,0.7229995050724835
1188.0,1862.0066225165563,120.0,157.60264900662253,0.7229961755443847
2205.0,1863.1386138613861,159.0,157.6072607260726,0.7229895165341862
1179.0,1860.8881578947369,103.0,157.42763157894737,0.7229895165341862
1286.0,1859.0032786885247,116.0,157.29180327868852,0.7229895165341862
2401.0,1860.7745098039215,197.0,157.42156862745097,0.7229861870520863
5062.0,1871.201954397394,354.0,158.06188925081435,0.7229861870520863
1332.0,1869.4512987012988,138.0,157.99675324675326,0.7229828575853192
1841.0,1869.3592233009708,133.0,157.915857605178,0.7229728692770139
2834.0,1872.4709677419355,232.0,158.15483870967742,0.7229695398715772
1036.0,1869.781350482315,94.0,157.94855305466237,0.7229695398715772
4808.0,1879.198717948718,342.0,158.53846153846155,0.722966210481473
3780.0,1885.2715654952076,248.0,158.82428115015975,0.722966210481473
740.0,1881.624203821656,82.0,158.5796178343949,0.7229562224031544
3480.0,1886.6984126984128,280.0,158.96507936507936,0.7229429051800462
1057.0,1884.0727848101267,93.0,158.75632911392404,0.722939575912599
1435.0,1882.6561514195585,131.0,158.66876971608832,0.7229362466604836
939.0,1879.688679245283,95.0,158.4685534591195,0.7229362466604836
2665.0,1882.1504702194356,233.0,158.70219435736678,0.7229329174236999
2226.0,1883.225,178.0,158.7625,0.7229162714697553
1774.0,1882.8847352024923,154.0,158.74766355140187,0.7229129423249606
1368.0,1881.2857142857142,136.0,158.67701863354037,0.7229129423249606
2240.0,1882.3962848297213,198.0,158.79876160990713,0.7229096131954972
1639.0,1881.6450617283951,139.0,158.73765432098764,0.7229096131954972
2796.0,1884.4584615384615,210.0,158.89538461538461,0.7229062840813649
1703.0,1883.9018404907974,123.0,158.78527607361963,0.7229029549825637
634.0,1880.079510703364,74.0,158.52599388379204,0.7228996258990936
676.0,1876.408536585366,78.0,158.28048780487805,0.7228996258990936
1385.0,1874.9148936170213,125.0,158.1793313069909,0.7228962968309545
1177.0,1872.8,101.0,158.0060606060606,0.7228929677781462
4356.0,1880.3021148036253,302.0,158.44108761329306,0.7228929677781462
288.0,1875.5060240963855,52.0,158.12048192771084,0.7228896387406687
3499.0,1880.3813813813813,261.0,158.42942942942943,0.7228896387406687
1594.0,1879.5239520958085,136.0,158.3622754491018,0.7228829807117059
2409.0,1881.1044776119404,205.0,158.50149253731342,0.7228796517202204
2252.0,1882.2083333333333,152.0,158.48214285714286,0.722872993783241
1774.0,1881.887240356083,174.0,158.52818991097922,0.722869664837747
2525.0,1883.7899408284025,207.0,158.6715976331361,0.722869664837747
733.0,1880.3952802359881,77.0,158.4306784660767,0.7228530203402301
2740.0,1882.9235294117648,204.0,158.56470588235294,0.7228463626485337
287.0,1878.2434017595308,43.0,158.2258064516129,0.7228463626485337
2563.0,1880.2456140350878,205.0,158.36257309941521,0.7228463626485337
1177.0,1878.1953352769679,103.0,158.201166180758,0.7228430338256803
3599.0,1883.1976744186047,245.0,158.45348837209303,0.7228363762259626
1936.0,1883.3507246376812,138.0,158.39420289855073,0.7228363762259626
4610.0,1891.2312138728323,338.0,158.91329479768785,0.7228363762259626
2195.0,1892.106628242075,169.0,158.94236311239194,0.7228330474490983
2481.0,1893.7988505747126,213.0,159.0977011494253,0.7228130751098301
3891.0,1899.5214899713467,283.0,159.45272206303724,0.7228097464402711
2097.0,1900.0857142857142,161.0,159.45714285714286,0.7228064177860412
5614.0,1910.6666666666667,360.0,160.02849002849004,0.7228030891471402
605.0,1906.9573863636363,75.0,159.7869318181818,0.7228030891471402
3069.0,1910.2492917847026,241.0,160.0169971671388,0.7228030891471402
994.0,1907.6610169491526,98.0,159.8418079096045,0.7227964319153249
2285.0,1908.7239436619718,173.0,159.87887323943661,0.7227964319153249
2707.0,1910.9662921348315,219.0,160.04494382022472,0.7227931033224105
995.0,1908.4005602240895,109.0,159.90196078431373,0.7227931033224105
2580.0,1910.2765363128492,204.0,160.02513966480447,0.7227931033224105
3049.0,1913.4484679665738,269.0,160.32869080779943,0.7227931033224105
2038.0,1913.7944444444445,188.0,160.40555555555557,0.7227797891040391
2574.0,1915.6232686980609,180.0,160.45983379501385,0.7227764605877675
4362.0,1922.3812154696132,310.0,160.87292817679557,0.7227664751309223
2830.0,1924.8815426997246,204.0,160.9917355371901,0.7227664751309223
2089.0,1925.3324175824175,183.0,161.0521978021978,0.7227631466759636
2582.0,1927.131506849315,196.0,161.14794520547946,0.7227564898120304
3641.0,1931.8142076502731,239.0,161.36065573770492,0.7227564898120304
2171.0,1932.4659400544958,171.0,161.38692098092642,0.7227431762680986
1707.0,1931.8532608695652,141.0,161.33152173913044,0.7227365195880988
1676.0,1931.159891598916,150.0,161.3008130081301,0.7227331912710903
2021.0,1931.4027027027028,179.0,161.34864864864866,0.7227265346830553
970.0,1928.811320754717,114.0,161.2210242587601,0.7227265346830553
1377.0,1927.3279569892472,133.0,161.1451612903226,0.7227165499159572
1062.0,1925.0080428954423,104.0,160.99195710455763,0.722706565286803
2457.0,1926.4304812834225,209.0,161.12032085561498,0.722706565286803
4043.0,1932.0746666666666,283.0,161.44533333333334,0.7227032371077388
1330.0,1930.473404255319,108.0,161.3031914893617,0.7227032371077388
768.0,1927.3899204244033,82.0,161.09283819628646,0.7226932526625064
1228.0,1925.5396825396826,136.0,161.02645502645504,0.7226932526625064
456.0,1921.6622691292876,60.0,160.7598944591029,0.7226899245447489
434.0,1917.7473684210527,64.0,160.50526315789475,0.7226699561600581
2620.0,1919.5905511811025,210.0,160.63517060367454,0.7226666281495847
1027.0,1917.2539267015707,97.0,160.46858638743456,0.7226666281495847
2152.0,1917.8668407310704,178.0,160.51436031331593,0.7226633001544374
2531.0,1919.4635416666667,203.0,160.625,0.722659972174616
1660.0,1918.7896103896103,138.0,160.56623376623378,0.722659972174616
2294.0,1919.761658031088,188.0,160.63730569948186,0.7226566442101204
2051.0,1920.1007751937984,173.0,160.66925064599482,0.7226533162609506
4829.0,1927.5979381443299,341.0,161.1340206185567,0.7226533162609506
2456.0,1928.956298200514,198.0,161.2287917737789,0.7226433325053955
2303.0,1929.9153846153847,161.0,161.22820512820513,0.7226400046175283
1032.0,1927.618925831202,112.0,161.10230179028133,0.7226400046175283
725.0,1924.5510204081634,75.0,160.8826530612245,0.7226400046175283
1583.0,1923.6819338422392,157.0,160.87277353689566,0.7226366767449866
1180.0,1921.7944162436547,116.0,160.75888324873097,0.7226333488877702
1887.0,1921.706329113924,153.0,160.7392405063291,0.7226333488877702
1183.0,1919.840909090909,113.0,160.61868686868686,0.7226233654080726
1647.0,1919.1536523929472,133.0,160.54911838790932,0.7226200376121571
3632.0,1923.4572864321608,260.0,160.79899497487438,0.722613382066301
1671.0,1922.8245614035088,139.0,160.74436090225564,0.7226067265817444
2169.0,1923.44,157.0,160.735,0.7226067265817444
3193.0,1926.6059850374065,267.0,161.0,0.722590088138535
4461.0,1932.910447761194,291.0,161.3233830845771,0.722590088138535
1039.0,1930.6923076923076,99.0,161.16873449131515,0.7225834328685224
2470.0,1932.0272277227723,210.0,161.28960396039605,0.7225834328685224
1874.0,1931.883950617284,146.0,161.25185185185185,0.722576777659807
2437.0,1933.128078817734,181.0,161.30049261083744,0.7225734500784354
1702.0,1932.5601965601966,142.0,161.25307125307125,0.722560139906189
1135.0,1930.6053921568628,105.0,161.11519607843138,0.722560139906189
3111.0,1933.4914425427874,255.0,161.34474327628362,0.7225501574379039
1197.0,1931.6951219512196,109.0,161.2170731707317,0.7225468299791227
3774.0,1936.1776155717762,268.0,161.47688564476886,0.722543502535665
2468.0,1937.4684466019417,208.0,161.5898058252427,0.7225401751075308
