total_rewards,mean_rewards,std_rewards,total_lengths,epsilons
-86.67094489187002,48.13734756965777,181.01791211993336,61.0,0.9975162976050279
-38.07979544997215,48.13734756965777,181.01791211993336,64.0,0.9973784951548901
-106.51588606461883,48.13734756965777,181.01791211993336,65.0,0.9973325652353734
-141.61629340890795,48.13734756965777,181.01791211993336,66.0,0.9972866374309589
-66.76376640796661,48.13734756965777,181.01791211993336,67.0,0.9972407117415493
-106.0010095834732,48.13734756965777,181.01791211993336,70.0,0.9971029473623756
-104.08002033084631,48.13734756965777,181.01791211993336,72.0,0.9970111150161652
-194.94848987832665,48.13734756965777,181.01791211993336,76.0,0.9968274756960122
-107.88773406669497,48.13734756965777,181.01791211993336,78.0,0.9967356687205116
-112.31977654621005,48.13734756965777,181.01791211993336,81.0,0.9965979741107902
-356.44001408293843,48.13734756965777,181.01791211993336,81.0,0.9965979741107902
-119.94711048761383,48.13734756965777,181.01791211993336,87.0,0.9963226419544177
-283.51386572420597,48.13734756965777,181.01791211993336,88.0,0.9962767606576182
-126.85309672355652,48.13734756965777,181.01791211993336,89.0,0.9962308814736818
-166.17991502629593,48.13734756965777,181.01791211993336,92.0,0.9960932565980786
-153.8538275618339,48.13734756965777,181.01791211993336,95.0,0.9959556507347412
-139.83250161074102,48.13734756965777,181.01791211993336,95.0,0.9959556507347412
-132.65797440195456,48.13734756965777,181.01791211993336,97.0,0.9958639240535893
-71.81753171235323,48.13734756965777,181.01791211993336,102.0,0.9956346443087908
-263.9719498306513,48.13734756965777,181.01791211993336,102.0,0.9956346443087908
-247.11068207910284,48.13734756965777,181.01791211993336,103.0,0.9955887946947242
-249.19762125518173,48.13734756965777,181.01791211993336,105.0,0.9954971018007062
-166.67098555900156,48.13734756965777,181.01791211993336,109.0,0.9953137413464086
-110.49420976638794,48.13734756965777,181.01791211993336,109.0,0.9953137413464086
-363.92881504260004,48.13734756965777,181.01791211993336,110.0,0.9952679065101293
-259.20959854125977,48.13734756965777,181.01791211993336,111.0,0.9952220737845736
-432.04487013816833,48.13734756965777,181.01791211993336,111.0,0.9952220737845736
-140.51347634848207,48.13734756965777,181.01791211993336,111.0,0.9952220737845736
-246.49119903333485,48.13734756965777,181.01791211993336,112.0,0.9951762431696443
-425.3651389852166,48.13734756965777,181.01791211993336,115.0,0.9950387639876429
-374.6521532740444,48.13734756965777,181.01791211993336,115.0,0.9950387639876429
-128.63807474076748,48.13734756965777,181.01791211993336,120.0,0.9948096742210982
-101.45131201297045,48.13734756965777,181.01791211993336,82.0,0.9936192573910506
-102.2093620756641,48.13734756965777,181.01791211993336,82.0,0.9934819932997256
-96.5420529069961,48.13734756965777,181.01791211993336,67.0,0.9928874013250429
-306.5714332293719,48.13734756965777,181.01791211993336,97.0,0.9928416782232781
-239.31382584571838,48.13734756965777,181.01791211993336,97.0,0.9926588068710307
-150.08073837682605,48.13734756965777,181.01791211993336,107.0,0.992613094296187
-136.21261656936258,48.13734756965777,181.01791211993336,87.0,0.992613094296187
-106.23648847592995,48.13734756965777,181.01791211993336,67.0,0.9925216754616831
-75.82010038383305,48.13734756965777,181.01791211993336,90.0,0.9924759692018289
-202.1408246010542,48.13734756965777,181.01791211993336,75.0,0.9924302650467772
-111.9036339148879,48.13734756965777,181.01791211993336,101.0,0.9923845629964312
-258.50333945453167,48.13734756965777,181.01791211993336,87.0,0.9922931652094685
-539.5850181067362,48.13734756965777,181.01791211993336,113.0,0.992156084311894
-367.45790699869394,48.13734756965777,181.01791211993336,103.0,0.9921103948877467
-110.33086875453591,48.13734756965777,181.01791211993336,74.0,0.9918363025240452
-138.3046999182552,48.13734756965777,181.01791211993336,94.0,0.9917906278260544
-96.62756532430649,48.13734756965777,181.01791211993336,79.0,0.9916992847400234
-115.31132604461163,48.13734756965777,181.01791211993336,85.0,0.9912883449478921
-238.65324993431568,48.13734756965777,181.01791211993336,87.0,0.9912426954836991
-124.29894556105137,48.13734756965777,181.01791211993336,88.0,0.9912426954836991
-110.51942095533013,48.13734756965777,181.01791211993336,79.0,0.9911970481216934
-87.74274920672178,48.13734756965777,181.01791211993336,90.0,0.991105759703856
-477.3164837360382,48.13734756965777,181.01791211993336,99.0,0.991105759703856
-255.51651403680444,48.13734756965777,181.01791211993336,115.0,0.9910601186478307
-145.7023311117664,48.13734756965777,181.01791211993336,125.0,0.9910144796936053
-326.7338108252734,48.13734756965777,181.01791211993336,106.0,0.9907863164460897
-116.69477471709251,48.13734756965777,181.01791211993336,67.0,0.9904213645084341
-126.61572187766433,48.13734756965777,181.01791211993336,133.0,0.9901477387766028
-188.93594544008374,48.13734756965777,181.01791211993336,114.0,0.9901021418380558
-248.5693827867508,48.13734756965777,181.01791211993336,120.0,0.9900109542601698
-348.32496462389827,48.13734756965777,181.01791211993336,112.0,0.9899197750805835
-119.54372110683471,48.13734756965777,181.01791211993336,66.0,0.989874188639911
-125.12580293242354,48.13734756965777,181.01791211993336,84.0,0.9897830220563237
-193.1686087027192,48.13734756965777,181.01791211993336,64.0,0.9896918638691025
-212.5248946212232,48.13734756965777,181.01791211993336,70.0,0.9896462879238874
-236.28382447175682,48.13734756965777,181.01791211993336,122.0,0.9894640051300757
-273.9995926041156,48.13734756965777,181.01791211993336,147.0,0.9892361988514227
-49.4510198244825,48.13734756965777,181.01791211993336,75.0,0.9892361988514227
-305.9722366183996,48.13734756965777,181.01791211993336,72.0,0.988871817893009
-127.59149026905652,48.13734756965777,181.01791211993336,89.0,0.9884620497450003
-117.68649181909859,48.13734756965777,181.01791211993336,81.0,0.9884165304335145
-320.6032772734761,48.13734756965777,181.01791211993336,94.0,0.988143458581285
-101.59885719418526,48.13734756965777,181.01791211993336,70.0,0.9880524513964863
-88.03349508345127,48.13734756965777,181.01791211993336,66.0,0.9880069509472673
-100.40225569345057,48.13734756965777,181.01791211993336,67.0,0.9880069509472673
-280.31239932077006,48.13734756965777,181.01791211993336,106.0,0.9877794801291155
-295.8771652020514,48.13734756965777,181.01791211993336,100.0,0.9877339922503985
-384.3129910826683,48.13734756965777,181.01791211993336,90.0,0.9876885064664274
-65.5457649352029,48.13734756965777,181.01791211993336,76.0,0.9876430227771058
-93.27000667899847,48.13734756965777,181.01791211993336,69.0,0.9876430227771058
-294.23331336677074,48.13734756965777,181.01791211993336,94.0,0.9874156357468651
-141.71036072447896,48.13734756965777,181.01791211993336,91.0,0.9871428404138536
-297.3888446688652,48.13734756965777,181.01791211993336,90.0,0.9870064710107955
-267.13220755010843,48.13734756965777,181.01791211993336,120.0,0.9870064710107955
-75.90358397411183,48.13734756965777,181.01791211993336,64.0,0.9870064710107955
-175.03710267320275,48.13734756965777,181.01791211993336,112.0,0.9867337887185607
-462.7708558700979,48.13734756965777,181.01791211993336,125.0,0.9866883489946039
-112.59735155198723,48.13734756965777,181.01791211993336,68.0,0.9865520423775187
-118.37209192663431,48.13734756965777,181.01791211993336,109.0,0.9862340668282016
-246.56289287656546,48.13734756965777,181.01791211993336,102.0,0.9857799938183044
-105.82885306561366,48.13734756965777,181.01791211993336,82.0,0.9855076503674268
-235.68308676383458,48.13734756965777,181.01791211993336,102.0,0.9854622671079276
-124.09965329850093,48.13734756965777,181.01791211993336,98.0,0.9854168859383566
-107.27181933820248,48.13734756965777,181.01791211993336,129.0,0.9853715068586176
-284.61201469041407,48.13734756965777,181.01791211993336,103.0,0.9853261298686143
-165.93639159575105,48.13734756965777,181.01791211993336,111.0,0.985099276261266
-422.40376495197415,48.13734756965777,181.01791211993336,104.0,0.9850539118076564
-143.5347620099783,48.13734756965777,181.01791211993336,67.0,0.9849631891675276
-246.62013733386993,48.13734756965777,181.01791211993336,69.0,0.9845097012836809
-67.69527243077755,48.13734756965777,181.01791211993336,110.0,0.9844643639803772
-113.43254724889994,48.13734756965777,181.01791211993336,87.0,0.9844643639803772
-46.149834828451276,48.13734756965777,181.01791211993336,71.0,0.9844190287648854
-44.037550181150436,48.13734756965777,181.01791211993336,98.0,0.9844190287648854
-378.2183686713688,48.13734756965777,181.01791211993336,118.0,0.984328364596953
-76.00608782935888,48.13734756965777,181.01791211993336,93.0,0.9842377087791145
-156.4633793272078,48.13734756965777,181.01791211993336,85.0,0.9841923840012402
-71.61095998156816,48.13734756965777,181.01791211993336,81.0,0.9840111057611326
-172.15544729866087,48.13734756965777,181.01791211993336,69.0,0.9838751689933202
-324.4440371617675,48.13734756965777,181.01791211993336,121.0,0.9837392510045688
-262.4873653277755,48.13734756965777,181.01791211993336,84.0,0.9836033517922845
-157.14847524510697,48.13734756965777,181.01791211993336,92.0,0.9835580562269564
-117.80522686382756,48.13734756965777,181.01791211993336,86.0,0.983105215281768
-200.6774996444583,48.13734756965777,181.01791211993336,114.0,0.9828336107974158
-482.0769435018301,48.13734756965777,181.01791211993336,117.0,0.9824715882051579
-86.7652167789638,48.13734756965777,181.01791211993336,76.0,0.9823358641148643
-84.51538905501366,48.13734756965777,181.01791211993336,70.0,0.9822906269181567
-94.57586626708508,48.13734756965777,181.01791211993336,72.0,0.9820644721807293
-78.76380735076964,48.13734756965777,181.01791211993336,73.0,0.9820644721807293
-319.0401366353035,48.13734756965777,181.01791211993336,100.0,0.9820192474817945
-103.68962405622005,48.13734756965777,181.01791211993336,55.0,0.9820192474817945
-78.37519124895334,48.13734756965777,181.01791211993336,71.0,0.9818835858803646
-216.40896761603653,48.13734756965777,181.01791211993336,71.0,0.9818383695113599
-159.69892170839012,48.13734756965777,181.01791211993336,117.0,0.981702732897419
-108.27786807902157,48.13734756965777,181.01791211993336,144.0,0.9816123188980607
-86.4077903360594,48.13734756965777,181.01791211993336,123.0,0.9815671150210745
-195.37705533206463,48.13734756965777,181.01791211993336,103.0,0.9815671150210745
-118.84511457197368,48.13734756965777,181.01791211993336,66.0,0.9814315158797378
-332.22399482131004,48.13734756965777,181.01791211993336,97.0,0.9811151907271114
-199.64377405121922,48.13734756965777,181.01791211993336,88.0,0.9809796540171104
-135.19054286926985,48.13734756965777,181.01791211993336,77.0,0.9809344792747479
-318.5567338168621,48.13734756965777,181.01791211993336,84.0,0.9806634745040629
-149.73804017342627,48.13734756965777,181.01791211993336,108.0,0.9805280001966538
-210.83614629507065,48.13734756965777,181.01791211993336,138.0,0.980437694389193
-85.00300980359316,48.13734756965777,181.01791211993336,143.0,0.9802571077247733
-114.61615509726107,48.13734756965777,181.01791211993336,67.0,0.9800765543225827
-141.06401013582945,48.13734756965777,181.01791211993336,94.0,0.9799862900929088
-396.3894589068368,48.13734756965777,181.01791211993336,95.0,0.979896034176495
-260.2410609573126,48.13734756965777,181.01791211993336,90.0,0.9796704307509481
-176.68988802097738,48.13734756965777,181.01791211993336,105.0,0.979580203924915
-93.88338394835591,48.13734756965777,181.01791211993336,66.0,0.9794899854086969
-271.3468308467418,48.13734756965777,181.01791211993336,99.0,0.9793997752015288
-106.27863286715001,48.13734756965777,181.01791211993336,102.0,0.9793997752015288
-127.85288136452436,48.13734756965777,181.01791211993336,93.0,0.9793546732135991
-152.12270835042,48.13734756965777,181.01791211993336,65.0,0.9791291944266705
-76.3324034512043,48.13734756965777,181.01791211993336,68.0,0.9789488487746526
-54.41681092232466,48.13734756965777,181.01791211993336,65.0,0.9789037675521742
-436.44995901733637,48.13734756965777,181.01791211993336,104.0,0.9789037675521742
-163.0346477618441,48.13734756965777,181.01791211993336,124.0,0.9788586884057151
-221.34031543135643,48.13734756965777,181.01791211993336,70.0,0.9787234634214969
-187.29651694186032,48.13734756965777,181.01791211993336,94.0,0.9785882571180102
-134.12571957334876,48.13734756965777,181.01791211993336,84.0,0.9784981299592622
-81.36087180674076,48.13734756965777,181.01791211993336,59.0,0.9784530694926744
-383.6112989280373,48.13734756965777,181.01791211993336,96.0,0.9780025789395175
-149.3756508603692,48.13734756965777,181.01791211993336,77.0,0.9779575412933721
-271.4743180423975,48.13734756965777,181.01791211993336,81.0,0.9779575412933721
